PYRUVATE,5e-07
ATP,7.7e-06
ADP,5.7e-08
AMP,4.4e-10
AMPK,7.5e-08
AMPKK,1e-08
APHOS,1e-08
AMPK_ATP,7.5e-08
AMPK_ADP,7.5e-08
AMPK_AMP,7.5e-08
AMPKP,7.5e-08
AMPKP_ATP,7.5e-08
AMPKP_ADP,7.5e-08
AMPKP_AMP,7.5e-08
AMPK_AMPKK,0.0
AMPK_ATP_AMPKK,0.0
AMPK_ADP_AMPKK,0.0
AMPK_AMP_AMPKK,0.0
AMPKP_APHOS,0.0
AMPKP_ATP_APHOS,0.0
AMPKP_ADP_APHOS,0.0
AMPKP_AMP_APHOS,0.0
GLUCOUT,1e-05
GLUT1,3e-09
GLUCIN,1e-07
GLUT1_GLUCOUT,0.0
REF,1.0
