PYRUVATE;5e-7
ATP;7.7e-6
ADP;5.7e-8
AMP;4.4e-10
AMPK;7.5e-8
AMPKK;1e-8
APHOS;1e-8
AMPK_ATP;7.5e-8
AMPK_ADP;7.5e-8
AMPK_AMP;7.5e-8
AMPKP;7.5e-8
AMPKP_ATP;7.5e-8
AMPKP_ADP;7.5e-8
AMPKP_AMP;7.5e-8
AMPK_AMPKK;0
AMPK_ATP_AMPKK;0
AMPK_ADP_AMPKK;0
AMPK_AMP_AMPKK;0
AMPKP_APHOS;0
AMPKP_ATP_APHOS;0
AMPKP_ADP_APHOS;0
AMPKP_AMP_APHOS;0
